Date,Open,High,Low,Close,Adj Close,Volume,12-day EMA,26-day EMA,MACD line,Signal line,MACD histogram,Up,Down,SMA Up,SMA Down,RS,RSI
3/10/2016,17006.05078,17130.10938,16821.85938,16995.13086,16995.13086,117570000,16839.31736,16664.25655,175.0608024,122.1856891,52.8751133,0,5.228516,77.70633379,34.62486057,2.244235284,69.17609506
3/11/2016,17014.99023,17220.08984,17014.99023,17213.31055,17213.31055,123420000,16896.85477,16704.92722,191.9275502,136.1340613,55.7934889,218.179688,0,76.95703136,34.62486057,2.222594693,68.96910424
3/14/2016,17207.49023,17275.07031,17161.16016,17229.13086,17229.13086,96350000,16947.97417,16743.75712,204.2170493,149.7506589,54.46639041,15.820312,0,78.08705364,21.13337064,3.694964469,78.70058428
3/15/2016,17217.15039,17251.69922,17120.34961,17251.5293,17251.5293,92830000,16994.67496,16781.36987,213.3050844,162.461544,50.84354042,22.398438,0,75.88616086,21.13337064,3.590821461,78.217406
3/16/2016,17249.33984,17379.17969,17204.07031,17325.75977,17325.75977,118710000,17045.61108,16821.69505,223.9160316,174.7524415,49.16359005,74.230469,0,66.02413514,21.13337064,3.124164917,75.75266702
3/17/2016,17321.38086,17529.00977,17297.65039,17481.49023,17481.49023,117990000,17112.66941,16870.56877,242.1006454,188.2220823,53.87856308,155.730468,0,77.14774,17.03920207,4.527661546,81.90916735
3/18/2016,17481.49023,17620.58008,17481.49023,17602.30078,17602.30078,321230000,17187.99732,16924.77114,263.2261768,203.2229012,60.0032756,120.810547,0,85.77706479,8.219866143,10.43533596,91.25517603
3/21/2016,17589.69922,17644.9707,17551.2793,17623.86914,17623.86914,84410000,17255.05452,16976.55618,278.4983435,218.2779897,60.22035385,21.56836,0,62.41908493,8.219866143,7.593686301,88.36355011
3/22/2016,17602.71094,17648.93945,17540.41992,17582.57031,17582.57031,95450000,17305.44156,17021.44611,283.9954526,231.4214822,52.57397034,0,41.298828,59.97335386,11.16978243,5.36924996,84.29956421
3/23/2016,17588.81055,17588.81055,17486.26953,17502.58984,17502.58984,84240000,17335.77207,17057.08639,278.6856807,240.8743219,37.81135873,0,79.980469,56.78906257,16.88267307,3.363748284,77.08392109
3/24/2016,17485.33008,17517.14063,17399.00977,17515.73047,17515.73047,84100000,17363.45798,17091.06002,272.3979527,247.1790481,25.21890464,13.140625,0,53.23702579,16.88267307,3.153352882,75.92306677
3/28/2016,17526.08008,17583.81055,17493.0293,17535.39063,17535.39063,70460000,17389.90915,17123.9734,265.9357515,250.9303888,15.00536275,19.660156,0,49.8427735,16.88267307,2.952303423,74.69829887
