Date,Open,High,Low,Close,Adj Close,Volume,12-day EMA,26-day EMA,MACD line,Signal line,MACD histogram,Up,Down,SMA Up,SMA Down,RS,RSI
1/8/2016,24.637501,24.7775,24.190001,24.24,22.4964,283192000,24.0266,24.9753,-0.9487,-0.7112,-0.2376,0.1183,0,0.086178571,0.285392857,0.30196471,23.19300269
1/11/2016,24.7425,24.764999,24.334999,24.6325,22.8607,198957600,23.8472,24.8187,-0.9715,-0.7632,-0.2082,0.3643,0,0.1122,0.2365,0.474418605,32.17665615
1/12/2016,25.137501,25.172501,24.709999,24.99,23.1925,196616800,23.7465,24.6982,-0.9517,-0.8009,-0.1508,0.3318,0,0.114357143,0.2365,0.483539716,32.59364821
1/13/2016,25.08,25.297501,24.325001,24.3475,22.5962,249758400,23.5695,24.5425,-0.973,-0.8353,-0.1377,0,0.5963,0.114357143,0.277435714,0.412193301,29.1881643
1/14/2016,24.49,25.120001,23.934999,24.879999,23.0904,252680400,23.4958,24.4349,-0.9391,-0.8561,-0.083,0.4942,0,0.126785714,0.277435714,0.456991324,31.36541146
1/15/2016,24.049999,24.4275,23.84,24.282499,22.5359,319335600,23.3481,24.2943,-0.9462,-0.8741,-0.072,0,0.5545,0.126785714,0.307428571,0.412407063,29.19888139
1/19/2016,24.602501,24.6625,23.875,24.165001,22.4268,212350800,23.2064,24.1559,-0.9496,-0.8892,-0.0604,0,0.109,0.126785714,0.295164286,0.42954287,30.04756826
1/20/2016,23.775,24.547501,23.355,24.1975,22.457,289337600,23.0911,24.0301,-0.939,-0.8992,-0.0398,0.0302,0,0.097121429,0.295164286,0.329041938,24.75782957
1/21/2016,24.264999,24.469999,23.735001,24.075001,22.3433,208646000,22.976,23.9051,-0.9291,-0.9052,-0.024,0,0.1137,0.097121429,0.27975,0.34717222,25.77044085
1/22/2016,24.657499,25.365,24.592501,25.355,23.5312,263202000,23.0614,23.8774,-0.816,-0.8873,0.0713,1.1879,0,0.181971429,0.245607143,0.740904464,42.55859408
1/25/2016,25.379999,25.3825,24.8025,24.860001,23.0718,207178000,23.063,23.8178,-0.7547,-0.8608,0.1061,0,0.4594,0.180478571,0.278421429,0.648220837,39.32851851
1/26/2016,24.9825,25.219999,24.5175,24.997499,23.1994,300308000,23.084,23.772,-0.6879,-0.8262,0.1383,0.1276,0,0.189592857,0.234671429,0.807907713,44.68744213
1/27/2016,24.01,24.157499,23.334999,23.355,21.6751,533478800,22.8673,23.6166,-0.7494,-0.8109,0.0615,0,1.5244,0.189592857,0.310242857,0.611111111,37.93103448
1/28/2016,23.4475,23.629999,23.0975,23.522499,21.8305,222715200,22.7078,23.4843,-0.7766,-0.804,0.0274,0.1554,0,0.200692857,0.239807143,0.836892741,45.56023999
1/29/2016,23.6975,24.334999,23.5875,24.334999,22.5846,257666000,22.6888,23.4177,-0.7289,-0.789,0.0601,0.7541,0,0.246107143,0.239807143,1.026271111,50.64826248
2/1/2016,24.1175,24.1775,23.85,24.1075,22.3734,163774000,22.6403,23.3403,-0.7,-0.7712,0.0711,0,0.2111,0.220085714,0.254885714,0.863468221,46.33662175
2/2/2016,23.855,24.01,23.57,23.620001,21.921,149428800,22.5296,23.2352,-0.7056,-0.7581,0.0525,0,0.4524,0.196385714,0.2872,0.68379427,40.6103217
2/3/2016,23.75,24.209999,23.52,24.0875,22.3549,183857200,22.5027,23.17,-0.6672,-0.7399,0.0727,0.4339,0,0.227378571,0.244607143,0.92956636,48.17488423
2/4/2016,23.965,24.3325,23.797501,24.15,22.5345,185886800,22.5076,23.1229,-0.6153,-0.715,0.0997,0.1796,0,0.204907143,0.244607143,0.837698934,45.58412254
2/5/2016,24.129999,24.23,23.422501,23.504999,21.9327,185672400,22.4192,23.0347,-0.6156,-0.6951,0.0795,0,0.6019,0.204907143,0.247992857,0.826262277,45.24335236
2/8/2016,23.282499,23.924999,23.26,23.752501,22.1636,216085600,22.3799,22.9702,-0.5904,-0.6741,0.0838,0.2309,0,0.2214,0.240207143,0.921704481,47.96286267
2/9/2016,23.5725,23.985001,23.4825,23.747499,22.1589,177324800,22.3459,22.9101,-0.5643,-0.6522,0.0879,0,0.0047,0.219242857,0.240542857,0.911450291,47.68370359
2/10/2016,23.98,24.0875,23.525,23.567499,21.991,169374400,22.2913,22.842,-0.5508,-0.6319,0.0811,0,0.168,0.219242857,0.244421429,0.896987054,47.28482738
2/11/2016,23.4475,23.68,23.147499,23.424999,21.858,200298800,22.2246,22.7691,-0.5445,-0.6144,0.0699,0,0.133,0.134392857,0.253921429,0.529269459,34.60930027
2/12/2016,23.547501,23.625,23.252501,23.497499,21.9257,161405600,22.1786,22.7067,-0.528,-0.5971,0.0691,0.0677,0,0.139228571,0.221107143,0.629688257,38.63857117
2/16/2016,23.754999,24.2125,23.6525,24.16,22.5438,196231600,22.2348,22.6946,-0.4598,-0.5697,0.1099,0.6182,0,0.174271429,0.221107143,0.788176385,44.07710513
2/17/2016,24.1675,24.5525,24.0375,24.530001,22.8891,179452800,22.3355,22.709,-0.3735,-0.5304,0.1569,0.3453,0,0.198935714,0.112221429,1.772707021,63.9341628
2/18/2016,24.709999,24.7225,24.022499,24.065001,22.4552,156084000,22.3539,22.6902,-0.3363,-0.4916,0.1553,0,0.4339,0.187835714,0.143214286,1.311571072,56.73937903
2/19/2016,24,24.190001,23.950001,24.01,22.4039,141496800,22.3616,22.669,-0.3074,-0.4548,0.1474,0,0.0513,0.133971429,0.146878571,0.912123717,47.70212874
2/22/2016,24.077499,24.225,23.98,24.219999,22.5998,137123200,22.3982,22.6639,-0.2656,-0.417,0.1513,0.1959,0,0.147964286,0.1318,1.122642532,52.88891158
2/23/2016,24.1,24.125,23.637501,23.672501,22.0889,127770400,22.3506,22.6213,-0.2706,-0.3877,0.1171,0,0.5109,0.147964286,0.135978571,1.08814414,52.11058563
2/24/2016,23.495001,24.094999,23.33,24.025,22.4179,145022800,22.361,22.6062,-0.2452,-0.3592,0.114,0.3289,0,0.140464286,0.135978571,1.032988391,50.81132758
2/25/2016,24.012501,24.190001,23.8125,24.190001,22.5718,110330800,22.3934,22.6037,-0.2102,-0.3294,0.1192,0.154,0,0.138635714,0.135978571,1.019540894,50.48379545
2/26/2016,24.299999,24.504999,24.145,24.227501,22.6068,115964400,22.4263,22.6039,-0.1776,-0.2991,0.1214,0.035,0,0.141135714,0.092985714,1.517821478,60.28312536
2/29/2016,24.215,24.557501,24.1625,24.172501,22.5555,140865200,22.4461,22.6003,-0.1542,-0.2701,0.1159,0,0.0513,0.124642857,0.09665,1.289631217,56.32484426
3/1/2016,24.4125,25.192499,24.355,25.1325,23.4513,201628400,22.6008,22.6634,-0.0626,-0.2286,0.166,0.8958,0,0.188628571,0.096314286,1.958469297,66.19873659
3/2/2016,25.127501,25.2225,24.91,25.1875,23.5026,132678400,22.7395,22.7255,0.014,-0.1801,0.1941,0.0513,0,0.192292857,0.084314286,2.28066757,69.51839897
3/3/2016,25.145,25.4275,25.112499,25.375,23.6776,147822800,22.8838,22.796,0.0878,-0.1265,0.2143,0.175,0,0.204792857,0.074814286,2.737349628,73.24307063
